Publication Date,Title,Link,json_url,fulltext_url
3/28/2019,"The Field Museum, Chicago, IL",https://www.federalregister.gov/documents/2019/03/28/2019-06003/notice-of-intent-to-repatriate-cultural-items-the-field-museum-chicago-il,https://www.federalregister.gov/api/v1/documents/2019-06003?publication_date=2019-03-28,https://www.federalregister.gov/documents/full_text/xml/2019/03/28/2019-06003.xml
3/28/2019,"Fowler Museum at University of California Los Angeles, Los Angeles, CA",https://www.federalregister.gov/documents/2019/03/28/2019-05999/notice-of-intent-to-repatriate-cultural-items-fowler-museum-at-university-of-california-los-angeles,https://www.federalregister.gov/api/v1/documents/2019-05999?publication_date=2019-03-28,https://www.federalregister.gov/documents/full_text/xml/2019/03/28/2019-05999.xml
3/1/2019,"Thomas Burke Memorial Washington State Museum, Seattle, WA",https://www.federalregister.gov/documents/2019/03/01/2019-03577/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum-seattle,https://www.federalregister.gov/api/v1/documents/2019-03577?publication_date=2019-03-01,https://www.federalregister.gov/documents/full_text/xml/2019/03/01/2019-03577.xml
2/8/2019,"St. Joseph Museums, Inc., St. Joseph, MO",https://www.federalregister.gov/documents/2019/02/08/2019-01640/notice-of-intent-to-repatriate-cultural-items-st-joseph-museums-inc-st-joseph-mo,https://www.federalregister.gov/api/v1/documents/2019-01640?publication_date=2019-02-08,https://www.federalregister.gov/documents/full_text/xml/2019/02/08/2019-01640.xml
2/8/2019,"U.S. Fish and Wildlife Service, Office of Law Enforcement, Rio Rico, AZ",https://www.federalregister.gov/documents/2019/02/08/2019-01612/notice-of-intent-to-repatriate-cultural-items-us-fish-and-wildlife-service-office-of-law-enforcement,https://www.federalregister.gov/api/v1/documents/2019-01612?publication_date=2019-02-08,https://www.federalregister.gov/documents/full_text/xml/2019/02/08/2019-01612.xml
2/8/2019,"George Fox University, Newberg, OR",https://www.federalregister.gov/documents/2019/02/08/2019-01632/notice-of-intent-to-repatriate-cultural-items-george-fox-university-newberg-or,https://www.federalregister.gov/api/v1/documents/2019-01632?publication_date=2019-02-08,https://www.federalregister.gov/documents/full_text/xml/2019/02/08/2019-01632.xml
2/8/2019,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2019/02/08/2019-01627/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum,https://www.federalregister.gov/api/v1/documents/2019-01627?publication_date=2019-02-08,https://www.federalregister.gov/documents/full_text/xml/2019/02/08/2019-01627.xml
2/8/2019,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2019/02/08/2019-01616/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.federalregister.gov/api/v1/documents/2019-01616?publication_date=2019-02-08,https://www.federalregister.gov/documents/full_text/xml/2019/02/08/2019-01616.xml
2/8/2019,"San Diego Museum of Man, San Diego, CA",https://www.federalregister.gov/documents/2019/02/08/2019-01617/notice-of-intent-to-repatriate-cultural-items-san-diego-museum-of-man-san-diego-ca,https://www.federalregister.gov/api/v1/documents/2019-01617?publication_date=2019-02-08,https://www.federalregister.gov/documents/full_text/xml/2019/02/08/2019-01617.xml
2/4/2019,"San Diego Museum of Man, San Diego, CA",https://www.federalregister.gov/documents/2019/02/04/2019-00835/notice-of-intent-to-repatriate-cultural-items-san-diego-museum-of-man-san-diego-ca,https://www.federalregister.gov/api/v1/documents/2019-00835?publication_date=2019-02-04,https://www.federalregister.gov/documents/full_text/xml/2019/02/04/2019-00835.xml
12/6/2018,"Oakland Museum of California, Oakland, CA",https://www.federalregister.gov/documents/2018/12/06/2018-26446/notice-of-intent-to-repatriate-cultural-items-oakland-museum-of-california-oakland-ca,https://www.federalregister.gov/api/v1/documents/2018-26446?publication_date=2018-12-06,https://www.federalregister.gov/documents/full_text/xml/2018/12/06/2018-26446.xml
11/14/2018,"Minnesota Historical Society, St. Paul, MN",https://www.federalregister.gov/documents/2018/11/14/2018-24768/notice-of-intent-to-repatriate-cultural-items-minnesota-historical-society-st-paul-mn,https://www.federalregister.gov/api/v1/documents/2018-24768?publication_date=2018-11-14,https://www.federalregister.gov/documents/full_text/xml/2018/11/14/2018-24768.xml
11/13/2018,"University of California, Davis, Davis, CA",https://www.federalregister.gov/documents/2018/11/13/2018-24661/notice-of-intent-to-repatriate-cultural-items-university-of-california-davis-davis-ca,https://www.federalregister.gov/api/v1/documents/2018-24661?publication_date=2018-11-13,https://www.federalregister.gov/documents/full_text/xml/2018/11/13/2018-24661.xml
10/19/2018,"Fowler Museum at the University of California Los Angeles, Los Angeles, CA",https://www.federalregister.gov/documents/2018/10/19/2018-22792/notice-of-intent-to-repatriate-cultural-items-fowler-museum-at-the-university-of-california-los,https://www.federalregister.gov/api/v1/documents/2018-22792?publication_date=2018-10-19,https://www.federalregister.gov/documents/full_text/xml/2018/10/19/2018-22792.xml
10/19/2018,"Fowler Museum at the University of California Los Angeles, Los Angeles, CA",https://www.federalregister.gov/documents/2018/10/19/2018-22797/notice-of-intent-to-repatriate-cultural-items-fowler-museum-at-the-university-of-california-los,https://www.federalregister.gov/api/v1/documents/2018-22797?publication_date=2018-10-19,https://www.federalregister.gov/documents/full_text/xml/2018/10/19/2018-22797.xml
10/17/2018,"Arizona State Museum, University of Arizona, Tucson, AZ; Correction",https://www.federalregister.gov/documents/2018/10/17/2018-22595/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az,https://www.federalregister.gov/api/v1/documents/2018-22595?publication_date=2018-10-17,https://www.federalregister.gov/documents/full_text/xml/2018/10/17/2018-22595.xml
10/17/2018,"Sternberg Museum of Natural History, Hays, KS",https://www.federalregister.gov/documents/2018/10/17/2018-22588/notice-of-intent-to-repatriate-cultural-items-sternberg-museum-of-natural-history-hays-ks,https://www.federalregister.gov/api/v1/documents/2018-22588?publication_date=2018-10-17,https://www.federalregister.gov/documents/full_text/xml/2018/10/17/2018-22588.xml
10/17/2018,"Arizona State Parks and Trails, Phoenix, AZ, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2018/10/17/2018-22599/notice-of-intent-to-repatriate-cultural-items-arizona-state-parks-and-trails-phoenix-az-and-arizona,https://www.federalregister.gov/api/v1/documents/2018-22599?publication_date=2018-10-17,https://www.federalregister.gov/documents/full_text/xml/2018/10/17/2018-22599.xml
10/17/2018,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2018/10/17/2018-22598/notice-of-intent-to-repatriate-cultural-items-arizona-state-museum-university-of-arizona-tucson-az,https://www.federalregister.gov/api/v1/documents/2018-22598?publication_date=2018-10-17,https://www.federalregister.gov/documents/full_text/xml/2018/10/17/2018-22598.xml
8/23/2018,"Riverside Metropolitan Museum, Riverside, CA",https://www.federalregister.gov/documents/2018/08/23/2018-18205/notice-of-intent-to-repatriate-cultural-items-riverside-metropolitan-museum-riverside-ca,https://www.federalregister.gov/api/v1/documents/2018-18205?publication_date=2018-08-23,https://www.federalregister.gov/documents/full_text/xml/2018/08/23/2018-18205.xml
8/10/2018,"Thomas Gilcrease Institute of American History and Art, Tulsa, OK",https://www.federalregister.gov/documents/2018/08/10/2018-17216/notice-of-intent-to-repatriate-cultural-items-thomas-gilcrease-institute-of-american-history-and-art,https://www.federalregister.gov/api/v1/documents/2018-17216?publication_date=2018-08-10,https://www.federalregister.gov/documents/full_text/xml/2018/08/10/2018-17216.xml
7/12/2018,"U.S. Department of the Interior, National Park Service, Grand Canyon National Park, Grand Canyon, AZ",https://www.federalregister.gov/documents/2018/07/12/2018-14902/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service,https://www.federalregister.gov/api/v1/documents/2018-14902?publication_date=2018-07-12,https://www.federalregister.gov/documents/full_text/xml/2018/07/12/2018-14902.xml
7/12/2018,"Berkshire Museum, Pittsfield, MA",https://www.federalregister.gov/documents/2018/07/12/2018-14896/notice-of-intent-to-repatriate-cultural-items-berkshire-museum-pittsfield-ma,https://www.federalregister.gov/api/v1/documents/2018-14896?publication_date=2018-07-12,https://www.federalregister.gov/documents/full_text/xml/2018/07/12/2018-14896.xml
6/18/2018,"Riverside Metropolitan Museum, Riverside, CA",https://www.federalregister.gov/documents/2018/06/18/2018-13038/notice-of-intent-to-repatriate-cultural-items-riverside-metropolitan-museum-riverside-ca,https://www.federalregister.gov/api/v1/documents/2018-13038?publication_date=2018-06-18,https://www.federalregister.gov/documents/full_text/xml/2018/06/18/2018-13038.xml
5/21/2018,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2018/05/21/2018-10781/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard,https://www.federalregister.gov/api/v1/documents/2018-10781?publication_date=2018-05-21,https://www.federalregister.gov/documents/full_text/xml/2018/05/21/2018-10781.xml
4/13/2018,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2018/04/13/2018-07701/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.federalregister.gov/api/v1/documents/2018-07701?publication_date=2018-04-13,https://www.federalregister.gov/documents/full_text/xml/2018/04/13/2018-07701.xml
4/13/2018,"U.S. Army Corps of Engineers, Omaha District, Omaha, NE, and State Archaeological Research Center, Rapid City, SD",https://www.federalregister.gov/documents/2018/04/13/2018-07703/notice-of-intent-to-repatriate-cultural-items-us-army-corps-of-engineers-omaha-district-omaha-ne-and,https://www.federalregister.gov/api/v1/documents/2018-07703?publication_date=2018-04-13,https://www.federalregister.gov/documents/full_text/xml/2018/04/13/2018-07703.xml
4/4/2018,"U.S. Fish and Wildlife Service, Office of Law Enforcement, Albuquerque, NM",https://www.federalregister.gov/documents/2018/04/04/2018-06836/notice-of-intent-to-repatriate-cultural-items-us-fish-and-wildlife-service-office-of-law-enforcement,https://www.federalregister.gov/api/v1/documents/2018-06836?publication_date=2018-04-04,https://www.federalregister.gov/documents/full_text/xml/2018/04/04/2018-06836.xml
4/4/2018,"La Plata County Historical Society, Durango, CO",https://www.federalregister.gov/documents/2018/04/04/2018-06834/notice-of-intent-to-repatriate-cultural-items-la-plata-county-historical-society-durango-co,https://www.federalregister.gov/api/v1/documents/2018-06834?publication_date=2018-04-04,https://www.federalregister.gov/documents/full_text/xml/2018/04/04/2018-06834.xml
2/22/2018,"New Jersey State Museum, Trenton, NJ",https://www.federalregister.gov/documents/2018/02/22/2018-03633/notice-of-intent-to-repatriate-cultural-items-new-jersey-state-museum-trenton-nj,https://www.federalregister.gov/api/v1/documents/2018-03633?publication_date=2018-02-22,https://www.federalregister.gov/documents/full_text/xml/2018/02/22/2018-03633.xml
2/22/2018,"Mount Holyoke College Art Museum, South Hadley, MA",https://www.federalregister.gov/documents/2018/02/22/2018-03630/notice-of-intent-to-repatriate-cultural-items-mount-holyoke-college-art-museum-south-hadley-ma,https://www.federalregister.gov/api/v1/documents/2018-03630?publication_date=2018-02-22,https://www.federalregister.gov/documents/full_text/xml/2018/02/22/2018-03630.xml
2/22/2018,"United States Army Corps of Engineers, Tulsa District, Tulsa, OK",https://www.federalregister.gov/documents/2018/02/22/2018-03635/notice-of-intent-to-repatriate-cultural-items-united-states-army-corps-of-engineers-tulsa-district,https://www.federalregister.gov/api/v1/documents/2018-03635?publication_date=2018-02-22,https://www.federalregister.gov/documents/full_text/xml/2018/02/22/2018-03635.xml
2/22/2018,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2018/02/22/2018-03638/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.federalregister.gov/api/v1/documents/2018-03638?publication_date=2018-02-22,https://www.federalregister.gov/documents/full_text/xml/2018/02/22/2018-03638.xml
2/22/2018,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2018/02/22/2018-03639/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il,https://www.federalregister.gov/api/v1/documents/2018-03639?publication_date=2018-02-22,https://www.federalregister.gov/documents/full_text/xml/2018/02/22/2018-03639.xml
2/22/2018,"U.S. Department of the Interior, National Park Service, Kaloko-HonokÅhau National Historical Park, HI",https://www.federalregister.gov/documents/2018/02/22/2018-03637/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service,https://www.federalregister.gov/api/v1/documents/2018-03637?publication_date=2018-02-22,https://www.federalregister.gov/documents/full_text/xml/2018/02/22/2018-03637.xml
1/30/2018,"The Museum of Anthropology at Washington State University, Pullman, WA; Correction",https://www.federalregister.gov/documents/2018/01/30/2018-01728/notice-of-intent-to-repatriate-cultural-items-the-museum-of-anthropology-at-washington-state,https://www.federalregister.gov/api/v1/documents/2018-01728?publication_date=2018-01-30,https://www.federalregister.gov/documents/full_text/xml/2018/01/30/2018-01728.xml
1/30/2018,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC",https://www.federalregister.gov/documents/2018/01/30/2018-01727/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs,https://www.federalregister.gov/api/v1/documents/2018-01727?publication_date=2018-01-30,https://www.federalregister.gov/documents/full_text/xml/2018/01/30/2018-01727.xml
1/30/2018,"Thomas Gilcrease Institute of American History and Art, Tulsa, OK",https://www.federalregister.gov/documents/2018/01/30/2018-01712/notice-of-intent-to-repatriate-cultural-items-thomas-gilcrease-institute-of-american-history-and-art,https://www.federalregister.gov/api/v1/documents/2018-01712?publication_date=2018-01-30,https://www.federalregister.gov/documents/full_text/xml/2018/01/30/2018-01712.xml
1/30/2018,"Grand Rapids Public Museum, Grand Rapids, MI",https://www.federalregister.gov/documents/2018/01/30/2018-01714/notice-of-intent-to-repatriate-cultural-items-grand-rapids-public-museum-grand-rapids-mi,https://www.federalregister.gov/api/v1/documents/2018-01714?publication_date=2018-01-30,https://www.federalregister.gov/documents/full_text/xml/2018/01/30/2018-01714.xml
1/30/2018,"History Colorado, Formerly Colorado Historical Society, Denver, CO",https://www.federalregister.gov/documents/2018/01/30/2018-01724/notice-of-intent-to-repatriate-cultural-items-history-colorado-formerly-colorado-historical-society,https://www.federalregister.gov/api/v1/documents/2018-01724?publication_date=2018-01-30,https://www.federalregister.gov/documents/full_text/xml/2018/01/30/2018-01724.xml
12/6/2017,"Andover Newton Theological School, Newton Centre, MA",https://www.federalregister.gov/documents/2017/12/06/2017-26288/notice-of-intent-to-repatriate-cultural-items-andover-newton-theological-school-newton-centre-ma,https://www.federalregister.gov/api/v1/documents/2017-26288?publication_date=2017-12-06,https://www.federalregister.gov/documents/full_text/xml/2017/12/06/2017-26288.xml
11/8/2017,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2017/11/08/2017-24227/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.federalregister.gov/api/v1/documents/2017-24227?publication_date=2017-11-08,https://www.federalregister.gov/documents/full_text/xml/2017/11/08/2017-24227.xml
11/8/2017,"Museum of Texas Tech University, Lubbock, TX",https://www.federalregister.gov/documents/2017/11/08/2017-24232/notice-of-intent-to-repatriate-cultural-items-museum-of-texas-tech-university-lubbock-tx,https://www.federalregister.gov/api/v1/documents/2017-24232?publication_date=2017-11-08,https://www.federalregister.gov/documents/full_text/xml/2017/11/08/2017-24232.xml
11/8/2017,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2017/11/08/2017-24228/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.federalregister.gov/api/v1/documents/2017-24228?publication_date=2017-11-08,https://www.federalregister.gov/documents/full_text/xml/2017/11/08/2017-24228.xml
11/8/2017,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2017/11/08/2017-24230/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.federalregister.gov/api/v1/documents/2017-24230?publication_date=2017-11-08,https://www.federalregister.gov/documents/full_text/xml/2017/11/08/2017-24230.xml
11/8/2017,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2017/11/08/2017-24229/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.federalregister.gov/api/v1/documents/2017-24229?publication_date=2017-11-08,https://www.federalregister.gov/documents/full_text/xml/2017/11/08/2017-24229.xml
9/22/2017,"U.S. Army Corps of Engineers, Omaha District, Omaha, NE",https://www.federalregister.gov/documents/2017/09/22/2017-20295/notice-of-intent-to-repatriate-cultural-items-us-army-corps-of-engineers-omaha-district-omaha-ne,https://www.federalregister.gov/api/v1/documents/2017-20295?publication_date=2017-09-22,https://www.federalregister.gov/documents/full_text/xml/2017/09/22/2017-20295.xml
9/22/2017,"U.S. Army Corps of Engineers, Omaha District, Omaha, NE",https://www.federalregister.gov/documents/2017/09/22/2017-20294/notice-of-intent-to-repatriate-cultural-items-us-army-corps-of-engineers-omaha-district-omaha-ne,https://www.federalregister.gov/api/v1/documents/2017-20294?publication_date=2017-09-22,https://www.federalregister.gov/documents/full_text/xml/2017/09/22/2017-20294.xml
9/22/2017,"U.S. Army Corps of Engineers, Omaha District, Omaha, NE",https://www.federalregister.gov/documents/2017/09/22/2017-20304/notice-of-intent-to-repatriate-cultural-items-us-army-corps-of-engineers-omaha-district-omaha-ne,https://www.federalregister.gov/api/v1/documents/2017-20304?publication_date=2017-09-22,https://www.federalregister.gov/documents/full_text/xml/2017/09/22/2017-20304.xml
8/30/2017,"U.S. Department of Agriculture, Forest Service, Tonto National Forest, Phoenix, AZ",https://www.federalregister.gov/documents/2017/08/30/2017-18346/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-tonto,https://www.federalregister.gov/api/v1/documents/2017-18346?publication_date=2017-08-30,https://www.federalregister.gov/documents/full_text/xml/2017/08/30/2017-18346.xml
8/30/2017,"Science Museum of Minnesota, St. Paul, MN",https://www.federalregister.gov/documents/2017/08/30/2017-18345/notice-of-intent-to-repatriate-cultural-items-science-museum-of-minnesota-st-paul-mn,https://www.federalregister.gov/api/v1/documents/2017-18345?publication_date=2017-08-30,https://www.federalregister.gov/documents/full_text/xml/2017/08/30/2017-18345.xml
8/28/2017,"Brooklyn Museum, Brooklyn, NY",https://www.federalregister.gov/documents/2017/08/28/2017-18188/notice-of-intent-to-repatriate-cultural-items-brooklyn-museum-brooklyn-ny,https://www.federalregister.gov/api/v1/documents/2017-18188?publication_date=2017-08-28,https://www.federalregister.gov/documents/full_text/xml/2017/08/28/2017-18188.xml
8/28/2017,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2017/08/28/2017-18186/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs,https://www.federalregister.gov/api/v1/documents/2017-18186?publication_date=2017-08-28,https://www.federalregister.gov/documents/full_text/xml/2017/08/28/2017-18186.xml
8/28/2017,"The Fort Worth Museum of Science and History, Fort Worth, TX",https://www.federalregister.gov/documents/2017/08/28/2017-18185/notice-of-intent-to-repatriate-cultural-items-the-fort-worth-museum-of-science-and-history-fort,https://www.federalregister.gov/api/v1/documents/2017-18185?publication_date=2017-08-28,https://www.federalregister.gov/documents/full_text/xml/2017/08/28/2017-18185.xml
