State,Museum or Federal Agency,MNI,AFO,CA,CUI,Geographic Area,County
MO,"Univ. of Missouri, Columbia, Museum of Anthropology",8,0,N/A,1,Arkansas,
NE,Hastings Museum,1,0,N/A,1,Arkansas,
NE,Hastings Museum,2,0,N/A,1,Arkansas,
NE,Hastings Museum,1,0,N/A,1,Arkansas,
NE,Hastings Museum,2,0,N/A,1,Arkansas,
NE,Hastings Museum,1,0,N/A,1,Arkansas,
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,Arkansas,
NY,American Museum of Natural History,1,0,N/A,1,Arkansas,
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,N/A,1,Arkansas,
AR,Univ. of Arkansas Museum,1,0,N/A,1,Arkansas,
OK,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",1,1,N/A,1,Arkansas,
OK,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",1,1,N/A,1,Arkansas,
OK,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",1,0,N/A,1,Arkansas,
OK,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",0,1,N/A,1,Arkansas,
OK,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",2,0,N/A,1,Arkansas,
OK,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",1,0,N/A,1,Arkansas,
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,N/A,1,Arkansas,
OK,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",1,0,1,N/A,Arkansas,
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Baja California,N/A
CA,Santa Cruz Museum of Natural History,1,0,N/A,1,California,Alameda
CA,Oakland Museum of California,1,0,N/A,1,California,Alameda
CT,"Yale Univ., Peabody Museum of Natural History",1,0,N/A,1,California,Alameda
CT,"Yale Univ., Peabody Museum of Natural History",1,6,N/A,1,California,Alameda
NV,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,N/A,1,California,Alameda
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",12,4,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,2,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",37,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",23,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,19,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",8,30,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,380,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,86,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",27,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",544,5218,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",150,6,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",790,178,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",61,2892,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",9,0,N/A,1,California,Alameda
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",321,85,N/A,1,California,Alameda
CA,Santa Barbara Museum of Natural History,1,0,N/A,1,California,Alameda
CA,Oakland Museum of California,1,0,N/A,1,California,Alameda
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",1,0,N/A,1,California,Alameda
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",2,61,N/A,1,California,Alameda
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",31,46,N/A,1,California,Alameda
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",5,54,N/A,1,California,Alameda
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",10,563,N/A,1,California,Alameda
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",1,0,N/A,1,California,Alameda
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",99,510,N/A,1,California,Alameda
CA,"Cal. State, Hayward, Dept. of Anthropology",26,0,N/A,1,California,Alameda
CA,"Cal. State, Hayward, Dept. of Anthropology",24,0,N/A,1,California,Alameda
CA,"Cal. State, Hayward, Dept. of Anthropology",1,7,N/A,1,California,Alameda
CA,"San Jose State Univ., Dept. of Anthropology",343,0,N/A,1,California,Alameda
CA,"Univ. of California, Davis, Dept. of Anthropology Museum",3,0,N/A,1,California,Alameda
CA,"Univ. of California, Los Angeles, Fowler Museum of Cultural History",1,0,N/A,1,California,Alameda
CA,"Univ. of California, Davis, Dept. of Anthropology Museum",1,0,N/A,1,California,Amador
CA,"Univ. of California, Davis, Dept. of Anthropology Museum",19,17,N/A,1,California,Amador
CA,"Univ. of California, Davis, Dept. of Anthropology Museum",10,184,N/A,1,California,Amador
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Amador
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",15,0,N/A,1,California,Amador
CA,California Dept. of Parks and Recreation,2,21,1,N/A,California,Amador
CA,"Cal. State, Chico, Dept. of Anthropology",1,0,N/A,1,California,Butte
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",17,2,N/A,1,California,Butte
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",7,0,N/A,1,California,Butte
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,0,N/A,1,California,Butte
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,0,N/A,1,California,Butte
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",6,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",4,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",2,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",69,51,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",1,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",3,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",1,9,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",136,82,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",1,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",55,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",12,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",39,32,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",1,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",1,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",68,400,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",5,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",6,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",13,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",20,0,N/A,1,California,Butte
CA,"Cal. State, Chico, Dept. of Anthropology",14,0,N/A,1,California,Butte
CA,"Univ. of California, Davis, Dept. of Anthropology Museum",3,0,N/A,1,California,Calaveras
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",15,20,N/A,1,California,Calaveras
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,California,Calaveras
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",11,13,N/A,1,California,Calaveras
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Calaveras
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",24,102,N/A,1,California,Calaveras
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Calaveras
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",33,16,N/A,1,California,Calaveras
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",43,3,N/A,1,California,Calaveras
CA,Santa Barbara Museum of Natural History,1,15,N/A,1,California,Calaveras
CA,"U.S. Dept. of Interior, Reclamation, Mid-Pacific Region",5,1,N/A,1,California,Calaveras
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,California,Calaveras
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,3,0,N/A,1,California,Calaveras
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,N/A,1,California,Calaveras
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",29,832,N/A,1,California,Colusa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Colusa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Colusa
CA,Oakland Museum of California,6,3,N/A,1,California,Contra Costa
CA,"Univ. of California, Davis, Dept. of Anthropology Museum",6,170,N/A,1,California,Contra Costa
CA,Sonoma State University,6,0,N/A,1,California,Contra Costa
CA,Sonoma State University,5,0,N/A,1,California,Contra Costa
CA,Sonoma State University,1,0,N/A,1,California,Contra Costa
CA,Sonoma State University,8,0,N/A,1,California,Contra Costa
CA,Sonoma State University,5,0,N/A,1,California,Contra Costa
CA,Sonoma State University,6,0,N/A,1,California,Contra Costa
CA,Sonoma State University,2,7,N/A,1,California,Contra Costa
CA,Sonoma State University,10,225,N/A,1,California,Contra Costa
CA,Sonoma State University,57,3178,N/A,1,California,Contra Costa
CA,Sonoma State University,6,0,N/A,1,California,Contra Costa
CA,Sonoma State University,139,2042,N/A,1,California,Contra Costa
CA,Sonoma State University,4,0,N/A,1,California,Contra Costa
CA,Sonoma State University,18,13,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,103,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",12,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",9,2,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",19,407,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",18,355,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,2,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",802,33516,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,370,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",8,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",23,8834,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",10,591,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",95,491,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",38,2105,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",56,932,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",102,971,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",22,1594,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",212,237,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",7,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",39,13,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",18,2015,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,7,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",13,93,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",9,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,44,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",15,1419,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",14,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",17,276,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",125,40,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,1,N/A,1,California,Contra Costa
CA,Diablo Valley College,2,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,1,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,7,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,1,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,1,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,1,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,2,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,1,0,N/A,1,California,Contra Costa
CA,Diablo Valley College,1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",1,0,N/A,1,California,Contra Costa
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Contra Costa
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Contra Costa
CA,East Bay Municipal Utility District,19,2839,N/A,1,California,Contra Costa
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",47,251,N/A,1,California,Contra Costa
CA,"San Francisco State Univ., NAGPRA Program, Anthropology Dept.",5,27,N/A,1,California,Contra Costa
CA,"Univ. of California, Davis, Dept. of Anthropology Museum",1,0,N/A,1,California,Contra Costa
CA,"Cal. State, Hayward, Dept. of Anthropology",3,0,N/A,1,California,Contra Costa
CA,"Cal. State, Hayward, Dept. of Anthropology",12,334,N/A,1,California,Contra Costa
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Del Norte
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",19,1,N/A,1,California,El Dorado
TN,"Univ. of Tennessee, Knoxville, Dept. of Anthropology",1,0,N/A,1,California,El Dorado
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,3,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",34,4,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Fresno
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Fresno
CA,"Cal. State, Chico, Dept. of Anthropology",2,0,N/A,1,California,Glenn
CA,"Cal. State, Chico, Dept. of Anthropology",1,0,N/A,1,California,Glenn
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,20,N/A,1,California,Glenn
CA,"Cal. State, Chico, Dept. of Anthropology",59,15,N/A,1,California,Glenn
CA,"Cal. State, Chico, Dept. of Anthropology",26,0,N/A,1,California,Glenn
CA,"Cal. State, Chico, Dept. of Anthropology",4,0,N/A,1,California,Glenn
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",12,2,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,2,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,17,N/A,1,California,Humboldt
PA,"Pennsylvania State Univ., Matson Museum of Anthropology",1,0,N/A,1,California,Humboldt
PA,"Pennsylvania State Univ., Matson Museum of Anthropology",2,0,N/A,1,California,Humboldt
PA,"Pennsylvania State Univ., Matson Museum of Anthropology",1,0,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,2,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",9,0,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",71,1,N/A,1,California,Humboldt
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Humboldt
CA,San Diego Museum of Man,1,3,N/A,1,California,Imperial
CA,San Diego Museum of Man,1,4,N/A,1,California,Imperial
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Inyo
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,California,Inyo
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",12,84,N/A,1,California,Inyo
CA,Eastern California Museum of Inyo County,1,0,N/A,1,California,Inyo
CA,Eastern California Museum of Inyo County,1,0,N/A,1,California,Inyo
CA,Eastern California Museum of Inyo County,1,2,N/A,1,California,Inyo
CA,Eastern California Museum of Inyo County,1,0,N/A,1,California,Inyo
CA,Eastern California Museum of Inyo County,3,0,N/A,1,California,Inyo
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,N/A,1,California,Inyo
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Inyo
CA,Natural History Museum of Los Angeles County,18,0,N/A,1,California,Inyo
CA,Natural History Museum of Los Angeles County,3,0,N/A,1,California,Inyo
CA,"Univ. of California, Los Angeles, Fowler Museum of Cultural History",2,0,N/A,1,California,Kern
CA,"U.S. Dept. of Agriculture, FS, Sequoia NF",1,1,N/A,1,California,Kern
CA,"U.S. Dept. of Agriculture, FS, Sequoia NF",1,26,N/A,1,California,Kern
